Player,Player,Date,Opponent,Event_Name,Event_Stage,Venue,Toss_Decision,Dismissal_Kind,Dismissed_By,Caught_By,Wicket_Kinds
R Rampaul,R Rampaul,2011-02-06,Sri Lanka,West Indies in Sri Lanka ODI Series,,Sinhalese Sports Club Ground,field,,,,caught
R Rampaul,R Rampaul,2011-03-20,India,ICC Cricket World Cup,,"MA Chidambaram Stadium, Chepauk",bat,bowled,R Ashwin,,caught|caught|bowled|bowled|bowled
R Rampaul,R Rampaul,2011-03-23,Pakistan,ICC Cricket World Cup,Quarter Final,Shere Bangla National Stadium,bat,bowled,Shahid Afridi,,
R Rampaul,R Rampaul,2011-04-28,Pakistan,Pakistan in West Indies ODI Series,,"Kensington Oval, Bridgetown",field,Not Out,,,caught|caught|caught|caught
R Rampaul,R Rampaul,2011-05-02,Pakistan,Pakistan in West Indies ODI Series,,"Kensington Oval, Bridgetown",field,,,,
R Rampaul,R Rampaul,2011-05-05,Pakistan,Pakistan in West Indies ODI Series,,Providence Stadium,bat,,,,caught|bowled|caught|caught
R Rampaul,R Rampaul,2011-06-06,India,India in West Indies ODI Series,,"Queen's Park Oval, Port of Spain",bat,Not Out,,,caught
R Rampaul,R Rampaul,2011-06-08,India,India in West Indies ODI Series,,"Queen's Park Oval, Port of Spain",field,caught,MM Patel,SK Raina,caught
R Rampaul,R Rampaul,2011-10-13,Bangladesh,West Indies in Bangladesh ODI Series,,Shere Bangla National Stadium,field,,,,caught|caught
R Rampaul,R Rampaul,2011-10-15,Bangladesh,West Indies in Bangladesh ODI Series,,Shere Bangla National Stadium,bat,,,,caught|caught
R Rampaul,R Rampaul,2011-12-02,India,West Indies in India ODI Series,,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,field,Not Out,,,caught|caught
R Rampaul,R Rampaul,2011-12-05,India,West Indies in India ODI Series,,"Sardar Patel Stadium, Motera",field,,,,caught|lbw|caught|lbw
R Rampaul,R Rampaul,2011-12-08,India,West Indies in India ODI Series,,Holkar Cricket Stadium,bat,caught,RA Jadeja,MK Tiwary,
R Rampaul,R Rampaul,2012-06-16,England,NatWest Series,,The Rose Bowl,field,caught,GP Swann,IJL Trott,caught
R Rampaul,R Rampaul,2012-06-19,England,NatWest Series,,Kennington Oval,field,Not Out,,,
R Rampaul,R Rampaul,2012-07-05,New Zealand,New Zealand in West Indies ODI Series,,"Sabina Park, Kingston",field,,,,bowled|lbw
R Rampaul,R Rampaul,2012-07-07,New Zealand,New Zealand in West Indies ODI Series,,"Sabina Park, Kingston",field,,,,caught|lbw|bowled
R Rampaul,R Rampaul,2012-07-11,New Zealand,New Zealand in West Indies ODI Series,,"Warner Park, Basseterre",field,caught,TA Boult,TG Southee,
R Rampaul,R Rampaul,2012-11-30,Bangladesh,West Indies in Bangladesh ODI Series,,Sheikh Abu Naser Stadium,bat,caught,Abdur Razzak,Mushfiqur Rahim,
R Rampaul,R Rampaul,2012-12-02,Bangladesh,West Indies in Bangladesh ODI Series,,Sheikh Abu Naser Stadium,field,,,,caught|caught|caught|caught|caught
R Rampaul,R Rampaul,2012-12-05,Bangladesh,West Indies in Bangladesh ODI Series,,Shere Bangla National Stadium,field,,,,
R Rampaul,R Rampaul,2013-06-07,Pakistan,ICC Champions Trophy,,Kennington Oval,field,,,,caught
R Rampaul,R Rampaul,2013-06-11,India,ICC Champions Trophy,,Kennington Oval,field,bowled,RA Jadeja,,
R Rampaul,R Rampaul,2013-06-14,South Africa,ICC Champions Trophy,,Sophia Gardens,field,,,,caught
R Rampaul,R Rampaul,2013-06-28,Sri Lanka,West Indies Tri-Nation Series,,"Sabina Park, Kingston",field,,,,caught|caught|caught
R Rampaul,R Rampaul,2013-11-21,India,West Indies in India ODI Series,,Nehru Stadium,bat,caught,R Ashwin,S Dhawan,caught
R Rampaul,R Rampaul,2013-11-24,India,West Indies in India ODI Series,,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,field,,,,caught|caught|caught|bowled
R Rampaul,R Rampaul,2013-11-27,India,West Indies in India ODI Series,,Green Park,field,,,,caught|caught
R Rampaul,R Rampaul,2013-12-26,New Zealand,West Indies in New Zealand ODI Series,,Eden Park,field,,,,caught|lbw
R Rampaul,R Rampaul,2014-01-01,New Zealand,West Indies in New Zealand ODI Series,,Queenstown Events Centre,field,,,,
R Rampaul,R Rampaul,2014-02-28,England,England in West Indies ODI Series,,"Sir Vivian Richards Stadium, North Sound",field,,,,caught
R Rampaul,R Rampaul,2014-03-02,England,England in West Indies ODI Series,,"Sir Vivian Richards Stadium, North Sound",field,caught,JC Tredwell,MJ Lumb,caught
R Rampaul,R Rampaul,2014-03-05,England,England in West Indies ODI Series,,"Sir Vivian Richards Stadium, North Sound",field,,,,
R Rampaul,R Rampaul,2014-08-20,Bangladesh,Bangladesh in West Indies ODI Series,,"National Cricket Stadium, St George's",field,,,,caught
R Rampaul,R Rampaul,2014-08-22,Bangladesh,Bangladesh in West Indies ODI Series,,"National Cricket Stadium, St George's",field,,,,caught|lbw
R Rampaul,R Rampaul,2014-08-25,Bangladesh,Bangladesh in West Indies ODI Series,,"Warner Park, Basseterre",bat,,,,caught|caught|caught|bowled
R Rampaul,R Rampaul,2014-10-08,India,West Indies in India ODI Series,,Nehru Stadium,field,,,,caught|bowled
R Rampaul,R Rampaul,2014-10-11,India,West Indies in India ODI Series,,Feroz Shah Kotla,bat,caught and bowled,,,caught
R Rampaul,R Rampaul,2015-11-04,Sri Lanka,West Indies in Sri Lanka ODI Series,,R Premadasa Stadium,bat,Not Out,,,caught
R Rampaul,R Rampaul,2015-11-07,Sri Lanka,West Indies in Sri Lanka ODI Series,,Pallekele International Cricket Stadium,field,Not Out,,,caught
RA Jadeja,RA Jadeja,2009-02-08,Sri Lanka,India in Sri Lanka ODI Series,,R Premadasa Stadium,bat,Not Out,,,
RA Jadeja,RA Jadeja,2009-06-26,West Indies,India in West Indies ODI Series,,"Sabina Park, Kingston",bat,caught,DJ Bravo,D Ramdin,
RA Jadeja,RA Jadeja,2009-06-28,West Indies,India in West Indies ODI Series,,"Sabina Park, Kingston",bat,caught,R Rampaul,D Ramdin,
RA Jadeja,RA Jadeja,2009-10-25,Australia,Australia in India ODI Series,,Reliance Stadium,bat,lbw,NM Hauritz,,lbw
RA Jadeja,RA Jadeja,2009-10-28,Australia,Australia in India ODI Series,,"Vidarbha Cricket Association Stadium, Jamtha",field,,,,bowled|stumped|bowled
RA Jadeja,RA Jadeja,2009-10-31,Australia,Australia in India ODI Series,,Feroz Shah Kotla,bat,,,,lbw|bowled
RA Jadeja,RA Jadeja,2009-11-02,Australia,Australia in India ODI Series,,"Punjab Cricket Association Stadium, Mohali",field,run out,,,
RA Jadeja,RA Jadeja,2009-11-05,Australia,Australia in India ODI Series,,"Rajiv Gandhi International Stadium, Uppal",bat,run out,,,
RA Jadeja,RA Jadeja,2009-11-08,Australia,Australia in India ODI Series,,Nehru Stadium,bat,caught,DE Bollinger,CL White,
RA Jadeja,RA Jadeja,2009-12-15,Sri Lanka,Sri Lanka in India ODI Series,,Madhavrao Scindia Cricket Ground,field,Not Out,,,
RA Jadeja,RA Jadeja,2009-12-18,Sri Lanka,Sri Lanka in India ODI Series,,"Vidarbha Cricket Association Stadium, Jamtha",bat,Not Out,,,
RA Jadeja,RA Jadeja,2009-12-21,Sri Lanka,Sri Lanka in India ODI Series,,Barabati Stadium,bat,,,,bowled|bowled|lbw|bowled
RA Jadeja,RA Jadeja,2009-12-24,Sri Lanka,Sri Lanka in India ODI Series,,Eden Gardens,bat,,,,
RA Jadeja,RA Jadeja,2010-01-05,Sri Lanka,Tri-Nation Tournament in Bangladesh,,Shere Bangla National Stadium,field,caught,T Thushara,SHT Kandamby,
RA Jadeja,RA Jadeja,2010-01-07,Bangladesh,Tri-Nation Tournament in Bangladesh,,Shere Bangla National Stadium,bat,,,,bowled
RA Jadeja,RA Jadeja,2010-01-10,Sri Lanka,Tri-Nation Tournament in Bangladesh,,Shere Bangla National Stadium,bat,,,,
RA Jadeja,RA Jadeja,2010-01-11,Bangladesh,Tri-Nation Tournament in Bangladesh,,Shere Bangla National Stadium,field,,,,
RA Jadeja,RA Jadeja,2010-01-13,Sri Lanka,Tri-Nation Tournament in Bangladesh,Final,Shere Bangla National Stadium,field,lbw,TM Dilshan,,bowled
RA Jadeja,RA Jadeja,2010-02-21,South Africa,South Africa in India ODI Series,,Sawai Mansingh Stadium,field,caught,JH Kallis,MV Boucher,caught|bowled
RA Jadeja,RA Jadeja,2010-02-24,South Africa,South Africa in India ODI Series,,Captain Roop Singh Stadium,bat,,,,bowled|caught
RA Jadeja,RA Jadeja,2010-02-27,South Africa,South Africa in India ODI Series,,"Sardar Patel Stadium, Motera",bat,caught,LL Tsotsobe,MV Boucher,caught
RA Jadeja,RA Jadeja,2010-05-28,Zimbabwe,Zimbabwe Triangular Series,,Queens Sports Club,bat,Not Out,,,lbw
RA Jadeja,RA Jadeja,2010-05-30,Sri Lanka,Zimbabwe Triangular Series,,Queens Sports Club,field,,,,caught|lbw
RA Jadeja,RA Jadeja,2010-06-03,Zimbabwe,Zimbabwe Triangular Series,,Harare Sports Club,field,caught,AM Blignaut,H Masakadza,caught|caught
RA Jadeja,RA Jadeja,2010-06-05,Sri Lanka,Zimbabwe Triangular Series,,Harare Sports Club,field,run out,,,
RA Jadeja,RA Jadeja,2010-06-16,Bangladesh,Asia Cup,,Rangiri Dambulla International Stadium,bat,,,,caught
RA Jadeja,RA Jadeja,2010-06-19,Pakistan,Asia Cup,,Rangiri Dambulla International Stadium,bat,bowled,Saeed Ajmal,,caught
RA Jadeja,RA Jadeja,2010-06-22,Sri Lanka,Asia Cup,,Rangiri Dambulla International Stadium,field,lbw,MF Maharoof,,
RA Jadeja,RA Jadeja,2010-06-24,Sri Lanka,Asia Cup,Final,Rangiri Dambulla International Stadium,bat,Not Out,,,stumped|caught
RA Jadeja,RA Jadeja,2010-08-10,New Zealand,Sri Lanka Triangular Series,,Rangiri Dambulla International Stadium,bat,caught,KS Williamson,SB Styris,
RA Jadeja,RA Jadeja,2010-08-16,Sri Lanka,Sri Lanka Triangular Series,,Rangiri Dambulla International Stadium,bat,,,,lbw|bowled
RA Jadeja,RA Jadeja,2010-08-22,Sri Lanka,Sri Lanka Triangular Series,,Rangiri Dambulla International Stadium,bat,caught,NLTC Perera,LPC Silva,
RA Jadeja,RA Jadeja,2010-08-25,New Zealand,Sri Lanka Triangular Series,,Rangiri Dambulla International Stadium,bat,caught,TG Southee,LRPL Taylor,caught
RA Jadeja,RA Jadeja,2010-12-04,New Zealand,New Zealand in India ODI Series,,Reliance Stadium,field,,,,
RA Jadeja,RA Jadeja,2011-09-09,England,NatWest Series,,Kennington Oval,field,caught,JW Dernbach,IR Bell,bowled|bowled
RA Jadeja,RA Jadeja,2011-09-11,England,NatWest Series,,Lord's,field,,,,caught
RA Jadeja,RA Jadeja,2011-09-16,England,NatWest Series,,Sophia Gardens,field,caught,JW Dernbach,RS Bopara,caught
RA Jadeja,RA Jadeja,2011-10-14,England,England in India ODI Series,,"Rajiv Gandhi International Stadium, Uppal",bat,run out,,,caught|bowled
RA Jadeja,RA Jadeja,2011-10-17,England,England in India ODI Series,,Feroz Shah Kotla,bat,,,,caught
RA Jadeja,RA Jadeja,2011-10-20,England,England in India ODI Series,,"Punjab Cricket Association Stadium, Mohali",bat,Not Out,,,lbw
RA Jadeja,RA Jadeja,2011-10-23,England,England in India ODI Series,,Wankhede Stadium,bat,,,,lbw|bowled
RA Jadeja,RA Jadeja,2011-10-25,England,England in India ODI Series,,Eden Gardens,field,caught,SR Patel,IR Bell,lbw|caught|caught|caught
RA Jadeja,RA Jadeja,2011-11-29,West Indies,West Indies in India ODI Series,,Barabati Stadium,field,caught,KA Pollard,LMP Simmons,bowled
RA Jadeja,RA Jadeja,2011-12-02,West Indies,West Indies in India ODI Series,,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,field,Not Out,,,lbw|bowled
RA Jadeja,RA Jadeja,2011-12-05,West Indies,West Indies in India ODI Series,,"Sardar Patel Stadium, Motera",field,run out,,,
RA Jadeja,RA Jadeja,2011-12-08,West Indies,West Indies in India ODI Series,,Holkar Cricket Stadium,bat,caught,AD Russell,R Rampaul,caught|caught
RA Jadeja,RA Jadeja,2011-12-11,West Indies,West Indies in India ODI Series,,"MA Chidambaram Stadium, Chepauk",bat,,,,lbw|caught|bowled
RA Jadeja,RA Jadeja,2012-02-05,Australia,Commonwealth Bank Series,,Melbourne Cricket Ground,field,caught,CJ McKay,MEK Hussey,
RA Jadeja,RA Jadeja,2012-02-08,Sri Lanka,Commonwealth Bank Series,,Western Australia Cricket Association Ground,bat,Not Out,,,caught
RA Jadeja,RA Jadeja,2012-02-12,Australia,Commonwealth Bank Series,,Adelaide Oval,bat,caught,XJ Doherty,RT Ponting,
RA Jadeja,RA Jadeja,2012-02-14,Sri Lanka,Commonwealth Bank Series,,Adelaide Oval,bat,caught,NLTC Perera,DPMD Jayawardene,
RA Jadeja,RA Jadeja,2012-02-19,Australia,Commonwealth Bank Series,,"Brisbane Cricket Ground, Woolloongabba",bat,caught,MA Starc,PJ Forrest,
RA Jadeja,RA Jadeja,2012-02-21,Sri Lanka,Commonwealth Bank Series,,"Brisbane Cricket Ground, Woolloongabba",bat,bowled,KMDN Kulasekara,,
RA Jadeja,RA Jadeja,2012-02-26,Australia,Commonwealth Bank Series,,Sydney Cricket Ground,bat,caught,DT Christian,SR Watson,caught
RA Jadeja,RA Jadeja,2012-02-28,Sri Lanka,Commonwealth Bank Series,,Bellerive Oval,field,,,,caught
RA Jadeja,RA Jadeja,2012-03-13,Sri Lanka,Asia Cup,,Shere Bangla National Stadium,field,,,,
RA Jadeja,RA Jadeja,2012-03-16,Bangladesh,Asia Cup,,Shere Bangla National Stadium,field,Not Out,,,caught
RA Jadeja,RA Jadeja,2013-01-03,Pakistan,Pakistan in India ODI Series,,Eden Gardens,field,caught,Saeed Ajmal,Junaid Khan,bowled|stumped|caught
RA Jadeja,RA Jadeja,2013-01-06,Pakistan,Pakistan in India ODI Series,,Feroz Shah Kotla,bat,caught,Saeed Ajmal,Umar Akmal,stumped
RA Jadeja,RA Jadeja,2013-01-11,England,England in India ODI Series,,Saurashtra Cricket Association Stadium,bat,bowled,JW Dernbach,,
RA Jadeja,RA Jadeja,2013-01-15,England,England in India ODI Series,,Nehru Stadium,bat,Not Out,,,bowled|lbw
RA Jadeja,RA Jadeja,2013-01-19,England,England in India ODI Series,,JSCA International Stadium Complex,field,,,,bowled|lbw|bowled
RA Jadeja,RA Jadeja,2013-01-23,England,England in India ODI Series,,"Punjab Cricket Association Stadium, Mohali",field,Not Out,,,caught|caught
RA Jadeja,RA Jadeja,2013-01-27,England,England in India ODI Series,,Himachal Pradesh Cricket Association Stadium,field,caught,JC Tredwell,IR Bell,bowled
RA Jadeja,RA Jadeja,2013-06-06,South Africa,ICC Champions Trophy,,Sophia Gardens,field,Not Out,,,lbw|bowled
RA Jadeja,RA Jadeja,2013-06-11,West Indies,ICC Champions Trophy,,Kennington Oval,field,,,,lbw|lbw|caught|caught|bowled
RA Jadeja,RA Jadeja,2013-06-15,Pakistan,ICC Champions Trophy,,Edgbaston,field,,,,bowled|lbw
RA Jadeja,RA Jadeja,2013-06-20,Sri Lanka,ICC Champions Trophy,Semi Final,Sophia Gardens,field,,,,bowled
RA Jadeja,RA Jadeja,2013-06-23,England,ICC Champions Trophy,Final,Edgbaston,field,Not Out,,,stumped|bowled
RA Jadeja,RA Jadeja,2013-06-30,West Indies,West Indies Tri-Nation Series,,"Sabina Park, Kingston",field,bowled,TL Best,,
RA Jadeja,RA Jadeja,2013-07-02,Sri Lanka,West Indies Tri-Nation Series,,"Sabina Park, Kingston",field,Not Out,,,
RA Jadeja,RA Jadeja,2013-07-05,West Indies,West Indies Tri-Nation Series,,"Queen's Park Oval, Port of Spain",field,run out,,,caught|bowled
RA Jadeja,RA Jadeja,2013-07-09,Sri Lanka,West Indies Tri-Nation Series,,"Queen's Park Oval, Port of Spain",field,,,,caught|stumped
RA Jadeja,RA Jadeja,2013-07-11,Sri Lanka,West Indies Tri-Nation Series,Final,"Queen's Park Oval, Port of Spain",field,lbw,HMRKB Herath,,caught|stumped|caught|stumped
RA Jadeja,RA Jadeja,2013-07-24,Zimbabwe,India in Zimbabwe ODI Series,,Harare Sports Club,field,,,,
RA Jadeja,RA Jadeja,2013-07-26,Zimbabwe,India in Zimbabwe ODI Series,,Harare Sports Club,field,caught,SC Williams,E Chigumbura,lbw
RA Jadeja,RA Jadeja,2013-07-28,Zimbabwe,India in Zimbabwe ODI Series,,Harare Sports Club,field,,,,lbw
RA Jadeja,RA Jadeja,2013-08-01,Zimbabwe,India in Zimbabwe ODI Series,,Queens Sports Club,field,,,,lbw|bowled
RA Jadeja,RA Jadeja,2013-08-03,Zimbabwe,India in Zimbabwe ODI Series,,Queens Sports Club,field,Not Out,,,bowled
RA Jadeja,RA Jadeja,2013-10-13,Australia,Australia in India ODI Series,,Maharashtra Cricket Association Stadium,bat,caught,JP Faulkner,GJ Bailey,caught
RA Jadeja,RA Jadeja,2013-10-16,Australia,Australia in India ODI Series,,Sawai Mansingh Stadium,bat,,,,
RA Jadeja,RA Jadeja,2013-10-19,Australia,Australia in India ODI Series,,"Punjab Cricket Association Stadium, Mohali",field,caught,MG Johnson,BJ Haddin,lbw
RA Jadeja,RA Jadeja,2013-10-23,Australia,Australia in India ODI Series,,JSCA International Stadium Complex,field,,,,bowled
RA Jadeja,RA Jadeja,2013-10-30,Australia,Australia in India ODI Series,,"Vidarbha Cricket Association Stadium, Jamtha",field,,,,caught|caught
RA Jadeja,RA Jadeja,2013-11-02,Australia,Australia in India ODI Series,,M Chinnaswamy Stadium,field,,,,caught|caught|bowled
RA Jadeja,RA Jadeja,2013-11-21,West Indies,West Indies in India ODI Series,,Nehru Stadium,bat,,,,stumped|caught
RA Jadeja,RA Jadeja,2013-11-24,West Indies,West Indies in India ODI Series,,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,field,bowled,R Rampaul,,lbw
RA Jadeja,RA Jadeja,2013-11-27,West Indies,West Indies in India ODI Series,,Green Park,field,Not Out,,,caught
RA Jadeja,RA Jadeja,2013-12-05,South Africa,India in South Africa ODI Series,,New Wanderers Stadium,field,bowled,JH Kallis,,
RA Jadeja,RA Jadeja,2013-12-08,South Africa,India in South Africa ODI Series,,Kingsmead,field,caught,LL Tsotsobe,AB de Villiers,stumped
RA Jadeja,RA Jadeja,2013-12-11,South Africa,India in South Africa ODI Series,,SuperSport Park,bat,,,,
RA Jadeja,RA Jadeja,2014-01-19,New Zealand,India in New Zealand ODI Series,,McLean Park,field,caught,MJ McClenaghan,L Ronchi,caught
RA Jadeja,RA Jadeja,2014-01-22,New Zealand,India in New Zealand ODI Series,,Seddon Park,field,bowled,CJ Anderson,,stumped
RA Jadeja,RA Jadeja,2014-01-25,New Zealand,India in New Zealand ODI Series,,Eden Park,field,Not Out,,,caught|caught
RA Jadeja,RA Jadeja,2014-01-28,New Zealand,India in New Zealand ODI Series,,Seddon Park,bat,Not Out,,,
RA Jadeja,RA Jadeja,2014-01-31,New Zealand,India in New Zealand ODI Series,,Westpac Stadium,field,caught,KD Mills,MJ Guptill,
RA Jadeja,RA Jadeja,2014-02-26,Bangladesh,Asia Cup,,Khan Shaheb Osman Ali Stadium,field,,,,
RA Jadeja,RA Jadeja,2014-02-28,Sri Lanka,Asia Cup,,Khan Shaheb Osman Ali Stadium,field,Not Out,,,caught|bowled|lbw
RA Jadeja,RA Jadeja,2014-03-02,Pakistan,Asia Cup,,Shere Bangla National Stadium,field,Not Out,,,
RA Jadeja,RA Jadeja,2014-08-27,England,India in England ODI Series,,Sophia Gardens,field,Not Out,,,caught|caught|caught|stumped
RA Jadeja,RA Jadeja,2014-08-30,England,India in England ODI Series,,Trent Bridge,field,Not Out,,,stumped
RA Jadeja,RA Jadeja,2014-09-02,England,India in England ODI Series,,Edgbaston,field,,,,caught|bowled
RA Jadeja,RA Jadeja,2014-09-05,England,India in England ODI Series,,Headingley,field,bowled,ST Finn,,
RA Jadeja,RA Jadeja,2014-10-08,West Indies,West Indies in India ODI Series,,Nehru Stadium,field,Not Out,,,bowled
RA Jadeja,RA Jadeja,2014-10-11,West Indies,West Indies in India ODI Series,,Feroz Shah Kotla,bat,bowled,JE Taylor,,stumped|bowled|caught
RA Jadeja,RA Jadeja,2014-10-17,West Indies,West Indies in India ODI Series,,Himachal Pradesh Cricket Association Stadium,field,caught,JO Holder,AD Russell,caught|lbw
RA Jadeja,RA Jadeja,2014-11-06,Sri Lanka,Sri Lanka in India ODI Series,,"Sardar Patel Stadium, Motera",bat,Not Out,,,caught
RA Jadeja,RA Jadeja,2015-01-30,England,Carlton Mid One-Day International Tri-Series,,Western Australia Cricket Association Ground,field,caught,SCJ Broad,ST Finn,
RA Jadeja,RA Jadeja,2015-02-15,Pakistan,ICC Cricket World Cup,,Adelaide Oval,bat,bowled,Wahab Riaz,,caught
RA Jadeja,RA Jadeja,2015-02-22,South Africa,ICC Cricket World Cup,,Melbourne Cricket Ground,bat,run out,,,lbw
RA Jadeja,RA Jadeja,2015-02-28,United Arab Emirates,ICC Cricket World Cup,,Western Australia Cricket Association Ground,bat,,,,caught|bowled
RA Jadeja,RA Jadeja,2015-03-06,West Indies,ICC Cricket World Cup,,Western Australia Cricket Association Ground,bat,caught,AD Russell,MN Samuels,caught|caught
RA Jadeja,RA Jadeja,2015-03-10,Ireland,ICC Cricket World Cup,,Seddon Park,bat,,,,caught
RA Jadeja,RA Jadeja,2015-03-14,Zimbabwe,ICC Cricket World Cup,,Eden Park,field,,,,
RA Jadeja,RA Jadeja,2015-03-19,Bangladesh,ICC Cricket World Cup,Quarter Final,Melbourne Cricket Ground,bat,Not Out,,,caught|caught
RA Jadeja,RA Jadeja,2015-03-26,Australia,ICC Cricket World Cup,Semi Final,Sydney Cricket Ground,bat,run out,,,
RA Jadeja,RA Jadeja,2015-06-18,Bangladesh,India in Bangladesh ODI Series,,Shere Bangla National Stadium,bat,caught,Mustafizur Rahman,Soumya Sarkar,bowled
RA Jadeja,RA Jadeja,2015-06-21,Bangladesh,India in Bangladesh ODI Series,,Shere Bangla National Stadium,bat,bowled,Mustafizur Rahman,,
RA Jadeja,RA Jadeja,2016-01-12,Australia,India in Australia ODI Series,,Western Australia Cricket Association Ground,bat,Not Out,,,
RA Jadeja,RA Jadeja,2016-01-15,Australia,India in Australia ODI Series,,"Brisbane Cricket Ground, Woolloongabba",bat,run out,,,caught
RA Jadeja,RA Jadeja,2016-01-17,Australia,India in Australia ODI Series,,Melbourne Cricket Ground,field,Not Out,,,caught|stumped
